words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key
to,795,454,39,21,2,814.5,464.5,0.0145631067961165,0.0205263157894736,348663ea-eab6-45f0-98ea-99248c225276
no,859,458,41,17,2,879.5,466.5,0.0117891816920943,0.021578947368421,97f26062-05b9-4ecd-9f17-6a258486a883
avail.,926,450,122,25,2,987.0,462.5,0.0173370319001386,0.0642105263157894,fd7e3a93-5f18-4c5f-89ca-a7530ffc1e0b
Unknown,1078,451,154,24,2,1155.0,463.0,0.0166435506241331,0.0810526315789473,a1946bf6-13b6-4aaa-a9d7-58c5386cdde9
to,1257,454,39,21,2,1276.5,464.5,0.0145631067961165,0.0205263157894736,dda4022a-ef24-40a8-848c-03c8acddcdad
"Lowell,",1322,451,144,28,2,1394.0,465.0,0.0194174757281553,0.0757894736842105,87855820-baa7-43b6-9b93-ddf27a08c91d
his,1497,450,63,25,2,1528.5,462.5,0.0173370319001386,0.0331578947368421,ea2d4a93-2141-4f30-96a0-9c8d85f3ba7c
surveys,1587,457,149,23,2,1661.5,468.5,0.0159500693481276,0.0784210526315789,d5364b28-9576-474c-8c01-b0f02b90d2d4
had,1761,451,65,24,2,1793.5,463.0,0.0166435506241331,0.0342105263157894,02817cb1-4b16-4a83-b9f4-ab58a6afc674
captured,2,541,174,30,2,89.0,556.0,0.0208044382801664,0.091578947368421,bfca95f1-fd6b-4610-be45-e0735d301ad1
two,201,544,61,21,2,231.5,554.5,0.0145631067961165,0.0321052631578947,d6c90134-bf36-4059-b468-1b8812d40f38
faint,289,540,105,25,2,341.5,552.5,0.0173370319001386,0.0552631578947368,dcab4b5b-8642-4d97-81dc-e5e6171cc779
images,422,540,126,31,2,485.0,555.5,0.0214979195561719,0.0663157894736842,da6be0e3-3cd7-440f-9499-c6d35e06af9e
of,574,542,39,23,2,593.5,553.5,0.0159500693481276,0.0205263157894736,7c4d0eac-89f4-417d-94cf-5386dfac0fc5
Pluto,640,541,106,24,2,693.0,553.0,0.0166435506241331,0.0557894736842105,a062d8c8-0925-497e-ad00-9f85804aa39a
on,772,548,42,17,2,793.0,556.5,0.0117891816920943,0.0221052631578947,ab025c8d-0f49-4bfc-b837-3d613db414df
19,839,544,38,21,2,858.0,554.5,0.0145631067961165,0.02,dcc6be5d-d27b-48f8-8145-3e7a3191ee5f
March,902,541,110,24,2,957.0,553.0,0.0166435506241331,0.0578947368421052,f7f81d60-8d89-488c-85d5-a092840676eb
and,1036,541,64,24,2,1068.0,553.0,0.0166435506241331,0.0336842105263157,30aa31b0-9976-4c6d-9dba-00bc8aff0c1c
7,1125,544,16,21,2,1133.0,554.5,0.0145631067961165,0.0084210526315789,584b9259-79e9-4e1e-a645-1119e90f562e
April,1166,540,107,31,2,1219.5,555.5,0.0214979195561719,0.0563157894736842,c8c28235-5a02-41f7-8406-3fcdf8933a9f
"1915,",1301,544,99,25,2,1350.5,556.5,0.0173370319001386,0.0521052631578947,e33e8933-4afb-41cb-b2d7-b98ddbeaf7f6
but,1430,541,64,24,2,1462.0,553.0,0.0166435506241331,0.0336842105263157,4a41fbd3-8a75-459a-b687-50f1064cc857
they,1521,541,84,29,2,1563.0,555.5,0.0201109570041608,0.0442105263157894,b211d090-994e-4443-874f-a70c0cc744e3
were,1628,548,86,17,2,1671.0,556.5,0.0117891816920943,0.0452631578947368,1999a070-d30c-49f4-9f8c-0d1f61bbf523
not,1739,544,63,21,2,1770.5,554.5,0.0145631067961165,0.0331578947368421,0cc92535-09fc-40f3-b4f4-9c937af96939
recognized,2,630,218,31,2,111.0,645.5,0.0214979195561719,0.1147368421052631,d64031e4-70a0-4ef2-a301-9c7ed4390192
for,245,632,60,23,2,275.0,643.5,0.0159500693481276,0.031578947368421,bcc8ccab-4cb2-4fa2-b8fc-05592659ea43
what,330,631,86,24,2,373.0,643.0,0.0166435506241331,0.0452631578947368,36418160-f1a1-417e-a717-20d3ff48a0cd
they,443,631,84,29,2,485.0,645.5,0.0201109570041608,0.0442105263157894,28ece320-00a8-4b72-bc1e-cc0c56bf754e
were.,550,638,102,17,2,601.0,646.5,0.0117891816920943,0.0536842105263157,599c3a8b-8e95-42e1-88d3-a04dfab41391
There,684,631,106,24,2,737.0,643.0,0.0166435506241331,0.0557894736842105,64b92b91-2ce2-44af-bb2f-4cab1887b9f0
are,816,638,62,17,2,847.0,646.5,0.0117891816920943,0.0326315789473684,1e38c8cd-5ae5-4a22-ac83-63a5599141da
fourteen,905,632,173,23,2,991.5,643.5,0.0159500693481276,0.0910526315789473,871206df-23a5-4551-9b32-a128e2a866f2
other,1102,631,105,24,2,1154.5,643.0,0.0166435506241331,0.0552631578947368,e82001f5-b5d9-402e-b6c1-603b2448c3fa
known,1233,631,109,24,2,1287.5,643.0,0.0166435506241331,0.0573684210526315,24594a21-55a5-429c-9ea5-e18d286bda5d
prediscovery,1364,630,263,31,2,1495.5,645.5,0.0214979195561719,0.1384210526315789,bcad68f8-3d68-45e6-b528-84774bd61364
"observations,",2,721,276,29,2,140.0,735.5,0.0201109570041608,0.1452631578947368,b7b9fc19-9e56-4d07-8b78-2bb343314bd3
with,308,721,88,25,2,352.0,733.5,0.0173370319001386,0.0463157894736842,21e63e12-b741-45e9-8dd8-6f6b214f674c
the,421,722,61,24,2,451.5,734.0,0.0166435506241331,0.0321052631578947,ade54a52-34a5-4eef-ba3a-c24ac11027b3
oldest,508,722,128,24,2,572.0,734.0,0.0166435506241331,0.0673684210526315,3128c4a6-3c1a-4b5c-8a88-6ce9fd1196e2
made,660,722,86,24,2,703.0,734.0,0.0166435506241331,0.0452631578947368,2e1d9c23-4fe8-4674-bdd8-3de9381d70df
by,770,722,43,29,2,791.5,736.5,0.0201109570041608,0.0226315789473684,c1681fdb-1e65-4bf2-8010-1619ed769c2e
the,839,722,61,24,2,869.5,734.0,0.0166435506241331,0.0321052631578947,02369723-52f3-4e35-8e05-0281e449a0aa
Yerkes,925,722,129,24,2,989.5,734.0,0.0166435506241331,0.0678947368421052,856e948c-5c53-4b8d-b11e-42e794794efa
Observatory,1079,722,240,29,2,1199.0,736.5,0.0201109570041608,0.1263157894736842,2e051d3e-e7b9-407b-8547-614bfb63560f
on,1344,729,42,17,2,1365.0,737.5,0.0117891816920943,0.0221052631578947,6e933f56-8787-42da-aac2-75dff01fb1bf
20,1410,725,39,21,2,1429.5,735.5,0.0145631067961165,0.0205263157894736,d7b7c1dc-4653-4bd1-8758-ecbf08cb65e4
August,1474,725,130,27,2,1539.0,738.5,0.0187239944521497,0.0684210526315789,41a3c3cb-230b-40b8-813c-858562393ab5
1909.,1631,725,99,21,2,1680.5,735.5,0.0145631067961165,0.0521052631578947,37cca525-ef59-44ea-b502-0b2559ed2f21
Percival's,68,811,216,25,2,176.0,823.5,0.0173370319001386,0.1136842105263157,10b3a287-14e2-440c-aee5-433a73ba864d
"widow,",308,811,124,29,2,370.0,825.5,0.0201109570041608,0.0652631578947368,5d789fad-4001-46cf-9ed5-c808eff22831
Constance,464,815,194,21,2,561.0,825.5,0.0145631067961165,0.1021052631578947,5691fc97-a189-4db1-931c-a386f3259a2d
"Lowell,",684,812,144,28,2,756.0,826.0,0.0194174757281553,0.0757894736842105,6be06df1-f27e-457c-af71-da9174e198ab
attempted,860,812,196,30,2,958.0,827.0,0.0208044382801664,0.1031578947368421,9d8bfc16-cca3-4643-aeeb-a57bdc84c3b1
to,1081,815,39,21,2,1100.5,825.5,0.0145631067961165,0.0205263157894736,ca85f514-8bb9-46fc-acc7-991fe2f759ec
wrest,1144,815,108,21,2,1198.0,825.5,0.0145631067961165,0.0568421052631578,0efa0a62-4bda-42bc-ae34-d8f69cba73ba
the,1279,812,61,24,2,1309.5,824.0,0.0166435506241331,0.0321052631578947,077fb4d1-4409-41fb-8abf-8abe734daccd
observatory's,1366,812,282,29,2,1507.0,826.5,0.0201109570041608,0.1484210526315789,375b1b12-5db3-478c-9cb5-82b9361d2fb5
million-,1672,811,170,25,2,1757.0,823.5,0.0173370319001386,0.0894736842105263,417c6538-2595-4f3f-8e78-36d529ebe31c
dollar,1,902,128,24,2,65.0,914.0,0.0166435506241331,0.0673684210526315,3d7ce2a4-ba29-4039-8924-66da60333395
portion,154,901,154,31,2,231.0,916.5,0.0214979195561719,0.0810526315789473,c7663e69-f5d4-41d3-8b46-c8fbc679e848
of,332,903,39,23,2,351.5,914.5,0.0159500693481276,0.0205263157894736,c370d721-df8f-4bf5-9935-82f7901c83fa
his,397,901,63,25,2,428.5,913.5,0.0173370319001386,0.0331578947368421,275bff22-9919-46d6-ac62-324eb03c7398
legacy,487,902,128,30,2,551.0,917.0,0.0208044382801664,0.0673684210526315,823b8e62-0ad0-442a-b50b-adcc6b9b04c2
for,641,903,60,23,2,671.0,914.5,0.0159500693481276,0.031578947368421,82fa5d97-d1f2-4c44-96d9-147bbf0626ed
herself.,727,902,167,24,2,810.5,914.0,0.0166435506241331,0.0878947368421052,3a20df97-faee-43b4-b698-73ba0967052d
Because,925,905,151,21,2,1000.5,915.5,0.0145631067961165,0.0794736842105263,3d591cd3-0699-4c3a-834b-0f482ad8842c
of,1102,903,39,23,2,1121.5,914.5,0.0159500693481276,0.0205263157894736,6e982082-1ab3-46d0-a734-8546c60337d1
that,1169,902,83,24,2,1210.5,914.0,0.0166435506241331,0.0436842105263157,07c052eb-cf70-4de4-bac6-ff298d45dae5
ten-year,1279,905,170,26,2,1364.0,918.0,0.0180305131761442,0.0894736842105263,c3cb20d6-bf14-4e52-819b-db920e3420f8
legal,1477,902,104,30,2,1529.0,917.0,0.0208044382801664,0.0547368421052631,283674ae-d2fb-42f5-b6f0-f95840240a29
"battle,",1606,902,146,28,2,1679.0,916.0,0.0194174757281553,0.0768421052631578,58074364-5a31-4926-9477-971e2d9b9db5
the,1785,902,61,24,2,1815.5,914.0,0.0166435506241331,0.0321052631578947,b0f61906-c91a-41b1-a909-768543f25fcf
search,3,992,129,24,2,67.5,1004.0,0.0166435506241331,0.0678947368421052,af419990-b03c-4355-ba63-4a3127f6f38d
for,157,993,60,23,2,187.0,1004.5,0.0159500693481276,0.031578947368421,14d6dcb5-13d1-46b3-91ec-1683075877ab
Planet,244,992,128,24,2,308.0,1004.0,0.0166435506241331,0.0673684210526315,7222e927-a490-4985-9104-619fcb425fe7
X,397,995,21,21,2,407.5,1005.5,0.0145631067961165,0.0110526315789473,4d68ec65-ec3c-4534-994a-d162d395c273
did,441,991,65,25,2,473.5,1003.5,0.0173370319001386,0.0342105263157894,0bb40a97-745b-4475-bb20-5bb3aace5c24
not,529,995,63,21,2,560.5,1005.5,0.0145631067961165,0.0331578947368421,b4c1ac57-72b6-473a-bea9-961136ca5dc3
resume,618,998,128,18,2,682.0,1007.0,0.0124826629680998,0.0673684210526315,b26ea420-f28b-4c43-98a5-7f65ed315540
until,771,991,106,25,2,824.0,1003.5,0.0173370319001386,0.0557894736842105,0f9c5a12-8ca1-446b-b52c-8ce12ec8c764
1929.,905,995,99,21,2,954.5,1005.5,0.0145631067961165,0.0521052631578947,6be82f1a-7005-40d4-91df-ec2eb571ea26
Vesto,1034,995,108,21,2,1088.0,1005.5,0.0145631067961165,0.0568421052631578,505e13f2-c294-4556-9a8c-e2d69d3b5190
Melvin,1166,991,132,25,2,1232.0,1003.5,0.0173370319001386,0.0694736842105263,a06cdbf8-f7f3-4d97-bbb7-6c3beae0ad40
"Slipher,",1322,991,166,31,2,1405.0,1006.5,0.0214979195561719,0.0873684210526315,3fc48dc9-2f2d-4a31-bb26-65dc0750ecaa
the,1521,992,61,24,2,1551.5,1004.0,0.0166435506241331,0.0321052631578947,cafae9b2-f7bd-46e1-a143-fabc848fae79
observatory,1608,992,239,29,2,1727.5,1006.5,0.0201109570041608,0.1257894736842105,e4596619-b42e-4843-9bed-0e94508a27d0
"director,",1,1081,189,29,2,95.5,1095.5,0.0201109570041608,0.0994736842105263,c4b6b977-6c58-471d-ab52-700787b12e86
summarily,223,1081,194,30,2,320.0,1096.0,0.0208044382801664,0.1021052631578947,882fb057-a6ab-438d-ab31-c1f722b9117e
handed,441,1082,131,24,2,506.5,1094.0,0.0166435506241331,0.0689473684210526,4f343f8b-a686-4378-97bb-17be7933f9f1
the,597,1082,61,24,2,627.5,1094.0,0.0166435506241331,0.0321052631578947,9dbf4a03-b9bb-4b50-863f-22ee3f2822f0
job,684,1081,63,31,2,715.5,1096.5,0.0214979195561719,0.0331578947368421,60f9b4f3-af4b-4bc5-a83b-d737ae56b32a
of,772,1083,39,23,2,791.5,1094.5,0.0159500693481276,0.0205263157894736,10282e52-797b-4638-b4b8-26994b5b478d
locating,839,1081,173,31,2,925.5,1096.5,0.0214979195561719,0.0910526315789473,f4f15be4-61da-4c03-903f-e83db071fa91
Planet,1036,1082,128,24,2,1100.0,1094.0,0.0166435506241331,0.0673684210526315,0cdb89cb-fb0f-43ea-a303-c07b5616c372
X,1189,1085,21,21,2,1199.5,1095.5,0.0145631067961165,0.0110526315789473,81d43893-7d13-4082-b3ac-d6845ab9cc9e
to,1235,1085,39,21,2,1254.5,1095.5,0.0145631067961165,0.0205263157894736,50271d09-967a-4301-9f48-f0282650eafb
23-year-old,1300,1082,240,29,2,1420.0,1096.5,0.0201109570041608,0.1263157894736842,5a6eac51-2bf2-49d1-a0cf-eb7b7f7e4d85
Clyde,1564,1082,106,29,2,1617.0,1096.5,0.0201109570041608,0.0557894736842105,2c908cee-80f4-4b04-89a3-1681d57bdc0a
"Tombaugh,",1696,1082,188,30,2,1790.0,1097.0,0.0208044382801664,0.0989473684210526,6255ee0c-9691-479e-b437-32283c58323d
who,0,1172,64,24,2,32.0,1184.0,0.0166435506241331,0.0336842105263157,72f3ebdb-7297-4dd5-9d6b-ce6a4da3a968
had,89,1172,65,24,2,121.5,1184.0,0.0166435506241331,0.0342105263157894,a95a9825-2bf3-4164-97bc-56f96bd3db30
just,178,1171,84,31,2,220.0,1186.5,0.0214979195561719,0.0442105263157894,a016a39e-5e1d-43d4-8368-d4acaabc44d7
arrived,288,1171,152,25,2,364.0,1183.5,0.0173370319001386,0.08,7788aaad-83f4-40d1-8c5b-f139c6362d93
at,464,1175,40,21,2,484.0,1185.5,0.0145631067961165,0.0210526315789473,58fc49f4-808d-401a-9615-1fa5e7060f34
the,531,1172,61,24,2,561.5,1184.0,0.0166435506241331,0.0321052631578947,fd6b6344-1a73-4644-b0bc-abc60e868bfe
Lowell,618,1172,127,24,2,681.5,1184.0,0.0166435506241331,0.0668421052631579,fc5357a3-ed43-45b2-9394-a15b22856e22
Observatory,771,1172,240,29,2,891.0,1186.5,0.0201109570041608,0.1263157894736842,eb388cf6-e505-41b9-aa66-c059981dafde
after,1036,1173,105,23,2,1088.5,1184.5,0.0159500693481276,0.0552631578947368,b838f19d-6b82-4ab3-a528-6de3cf14ed22
Slipher,1168,1171,149,31,2,1242.5,1186.5,0.0214979195561719,0.0784210526315789,f24164bd-eb74-422f-b986-4bb36805ef29
had,1343,1172,65,24,2,1375.5,1184.0,0.0166435506241331,0.0342105263157894,5a33cfda-67aa-4238-a221-4e04d1d2bd2e
been,1430,1172,88,24,2,1474.0,1184.0,0.0166435506241331,0.0463157894736842,cb8b7193-2dda-4338-b6a7-c251ee431851
impressed,1544,1171,194,31,2,1641.0,1186.5,0.0214979195561719,0.1021052631578947,f3cd59ef-4729-4eaa-9e8e-97eb8a4ee6f1
by,1760,1172,43,29,2,1781.5,1186.5,0.0201109570041608,0.0226315789473684,35807f3a-06c3-4841-9e05-722d6f2fa7e5
a,1828,1179,19,17,2,1837.5,1187.5,0.0117891816920943,0.01,2edd340a-2110-4241-8153-5dda81791c9e
sample,3,1262,127,30,2,66.5,1277.0,0.0208044382801664,0.0668421052631579,d2255fe3-a144-4a65-bf35-7d1eadc333ea
of,156,1263,39,23,2,175.5,1274.5,0.0159500693481276,0.0205263157894736,10477a7a-4c4a-4656-bc6b-0a712b9c64fc
his,221,1261,63,25,2,252.5,1273.5,0.0173370319001386,0.0331578947368421,3d49cc30-6f2f-4be2-9f46-9603dc01a7a7
astronomical,310,1261,259,25,2,439.5,1273.5,0.0173370319001386,0.1363157894736842,0c467ddb-ac0e-4826-aef1-0d654689765e
drawings.,595,1261,189,31,2,689.5,1276.5,0.0214979195561719,0.0994736842105263,3bf0742f-c7ed-43e1-9e4a-a92dce373e61
Tombaugh's,816,1262,216,30,2,924.0,1277.0,0.0208044382801664,0.1136842105263157,ef0f6f93-a09f-4383-9b88-444754c96f8b
task,1059,1262,84,24,2,1101.0,1274.0,0.0166435506241331,0.0442105263157894,db89b35c-40b8-461e-86bc-99dea830be63
was,1166,1268,64,18,2,1198.0,1277.0,0.0124826629680998,0.0336842105263157,a4ab9cf5-db01-4225-839c-3c592491f75b
to,1257,1265,39,21,2,1276.5,1275.5,0.0145631067961165,0.0205263157894736,04d16a7e-2601-4dbd-97b6-b3a38916bd1a
systematically,1323,1261,304,30,2,1475.0,1276.0,0.0208044382801664,0.16,64790243-4d5a-4a52-9d8e-e01e8ee896a0
image,1654,1261,104,31,2,1706.0,1276.5,0.0214979195561719,0.0547368421052631,d33b3cea-2abe-46e5-8e5a-1d56ba9696ad
the,1785,1262,61,24,2,1815.5,1274.0,0.0166435506241331,0.0321052631578947,f23611f9-d691-4441-83a7-f95b11472aac
night,1,1351,107,31,2,54.5,1366.5,0.0214979195561719,0.0563157894736842,010edc99-a816-4b99-9097-900c5fbfde7e
sky,135,1352,62,29,2,166.0,1366.5,0.0201109570041608,0.0326315789473684,fcb9d0bf-aaa0-43b9-a807-8b5fe92ebc99
in,224,1351,40,25,2,244.0,1363.5,0.0173370319001386,0.0210526315789473,6507f1df-9d2a-4a62-aeae-b051719578e0
pairs,286,1351,108,31,2,340.0,1366.5,0.0214979195561719,0.0568421052631578,a0515df1-1343-4eff-bff9-0e539b0db6e7
of,420,1353,39,23,2,439.5,1364.5,0.0159500693481276,0.0205263157894736,57883401-0956-406f-b00b-3c57f07cd78b
"photographs,",484,1352,256,30,2,612.0,1367.0,0.0208044382801664,0.1347368421052631,1c408b44-45a9-44ad-8a3e-16df8fd1a578
then,773,1352,85,24,2,815.5,1364.0,0.0166435506241331,0.0447368421052631,6c0a42e4-98ef-4c74-a073-a984d72c8ad9
examine,882,1351,150,25,2,957.0,1363.5,0.0173370319001386,0.0789473684210526,189ff24e-61ed-4be7-a614-57eea49c74a5
each,1058,1352,86,24,2,1101.0,1364.0,0.0166435506241331,0.0452631578947368,ecc58624-1dd4-4c55-a5e8-c3b05814d27c
pair,1166,1351,85,31,2,1208.5,1366.5,0.0214979195561719,0.0447368421052631,fa2464a5-a8a1-4420-8a0c-a04a4381580a
and,1278,1352,64,24,2,1310.0,1364.0,0.0166435506241331,0.0336842105263157,10aa9050-824d-407f-acf0-6f6e4075d182
determine,1365,1351,195,25,2,1462.5,1363.5,0.0173370319001386,0.1026315789473684,72b38b5f-1d68-49f7-b12b-cd0868d5951f
whether,1584,1352,151,24,2,1659.5,1364.0,0.0166435506241331,0.0794736842105263,c4992fc8-2ed1-4e2e-bfd5-64b76e11653f
any,1762,1359,63,22,2,1793.5,1370.0,0.015256588072122,0.0331578947368421,f4594b66-8bd0-494c-abe2-aea902b79be0
objects,2,0,150,31,3,77.0,15.5,0.0214979195561719,0.0789473684210526,655426a2-0753-4c0c-b221-148f455132f2
had,177,1,65,24,3,209.5,13.0,0.0166435506241331,0.0342105263157894,9de6be60-8171-4223-b0e7-27854d28ad1f
shifted,267,0,151,25,3,342.5,12.5,0.0173370319001386,0.0794736842105263,50b9bd14-0030-4c8c-a21c-ed439cf3d836
position.,440,0,190,31,3,535.0,15.5,0.0214979195561719,0.1,dcc2c145-a1cd-426c-be6d-b6475a353868
Using,660,0,110,31,3,715.0,15.5,0.0214979195561719,0.0578947368421052,56b75faa-d8a2-4c4b-a0f2-aeaef95004e0
a,794,8,19,17,3,803.5,16.5,0.0117891816920943,0.01,35f85e54-aa98-45ee-94c2-8d0f6c4c8057
blink,836,0,109,25,3,890.5,12.5,0.0173370319001386,0.0573684210526315,e2f6ab52-eb1f-4c7b-898c-6328a3fac966
"comparator,",970,4,232,27,3,1086.0,17.5,0.0187239944521497,0.1221052631578947,bc2caba1-91a2-4cd4-b13a-4c98b5889ce7
he,1233,1,41,24,3,1253.5,13.0,0.0166435506241331,0.021578947368421,91b590a2-1ba4-4a60-8382-33fc154fe5f0
rapidly,1300,0,151,31,3,1375.5,15.5,0.0214979195561719,0.0794736842105263,f6f3f0cf-0f97-48cc-81c0-3f763dcd8d36
shifted,1477,0,151,25,3,1552.5,12.5,0.0173370319001386,0.0794736842105263,dcc6c66a-6223-4a8e-95c5-a7ddf664bb29
back,1650,1,87,24,3,1693.5,13.0,0.0166435506241331,0.0457894736842105,1043e37b-fe75-4fa7-b3cc-52d9dd3bf5f1
and,1762,1,64,24,3,1794.0,13.0,0.0166435506241331,0.0336842105263157,ad04b20f-f8a1-4071-bfac-b2ef44b8aa0b
forth,3,91,107,24,3,56.5,103.0,0.0166435506241331,0.0563157894736842,40e1acfc-5d2a-4970-89cc-96747a684f30
between,132,91,154,24,3,209.0,103.0,0.0166435506241331,0.0810526315789473,9b75aace-2ab2-4760-9dfe-4b2038f191e6
views,308,90,108,25,3,362.0,102.5,0.0173370319001386,0.0568421052631578,2560e9d6-1de2-42d2-8350-bf977186e157
of,442,92,39,23,3,461.5,103.5,0.0159500693481276,0.0205263157894736,f38728b0-8167-4abc-b33e-3bd576848022
each,508,91,86,24,3,551.0,103.0,0.0166435506241331,0.0452631578947368,78f1e234-6bcf-43d3-955f-928e0df2a389
of,618,92,39,23,3,637.5,103.5,0.0159500693481276,0.0205263157894736,81b533f6-729e-4507-ad81-6413b633783c
the,685,91,61,24,3,715.5,103.0,0.0166435506241331,0.0321052631578947,f5795c85-f4af-4398-abdc-315a8bb638d0
plates,770,91,130,30,3,835.0,106.0,0.0208044382801664,0.0684210526315789,67dc2ccf-f577-4903-b300-e66da4418947
to,927,94,39,21,3,946.5,104.5,0.0145631067961165,0.0205263157894736,92546e2d-48c4-41ed-a1b9-565c517c13ed
create,992,94,128,21,3,1056.0,104.5,0.0145631067961165,0.0673684210526315,cb59be32-e823-46e4-ab26-c45f95bca9ee
the,1147,91,61,24,3,1177.5,103.0,0.0166435506241331,0.0321052631578947,cac03502-035e-4733-8d3b-2417de43c75a
illusion,1236,90,172,25,3,1322.0,102.5,0.0173370319001386,0.0905263157894736,ffa0cbc3-248c-4e0f-a5fb-ce4d90509a86
of,1432,92,39,23,3,1451.5,103.5,0.0159500693481276,0.0205263157894736,dd73a249-2c15-473a-82b6-3dfe40c33178
movement,1496,94,174,21,3,1583.0,104.5,0.0145631067961165,0.091578947368421,b3738ccb-d349-4c21-8815-35ce2b2488d6
of,1696,92,39,23,3,1715.5,103.5,0.0159500693481276,0.0205263157894736,959e69b5-f41a-4d3a-a106-f25887859569
any,1762,98,63,22,3,1793.5,109.0,0.015256588072122,0.0331578947368421,57d06cb4-6c9a-4153-a16c-fa4f0e110d27
objects,2,180,150,31,3,77.0,195.5,0.0214979195561719,0.0789473684210526,01cf81d1-428b-419a-8e6c-83bff9df35fa
that,179,181,83,24,3,220.5,193.0,0.0166435506241331,0.0436842105263157,c2ba4f97-e18c-4c9a-9513-cd3c35b8466b
had,287,181,65,24,3,319.5,193.0,0.0166435506241331,0.0342105263157894,a620b24c-b5da-405b-a6eb-b25b0baf5af7
changed,376,181,152,30,3,452.0,196.0,0.0208044382801664,0.08,aca3a2ce-1d5c-4fde-89ae-a98635438e7a
position,550,180,176,31,3,638.0,195.5,0.0214979195561719,0.0926315789473684,065053fa-7373-4e13-ab39-9c86ccae3882
or,750,188,39,17,3,769.5,196.5,0.0117891816920943,0.0205263157894736,10cde2a2-135e-4783-a4f6-7af6feaef8f9
appearance,816,188,216,23,3,924.0,199.5,0.0159500693481276,0.1136842105263157,eb425500-1aaa-45b4-9f6c-63cf85be0570
between,1056,181,154,24,3,1133.0,193.0,0.0166435506241331,0.0810526315789473,bedff1cc-8e93-4a85-98be-bc57403c26b0
photographs.,1232,181,256,30,3,1360.0,196.0,0.0208044382801664,0.1347368421052631,37ef4f0d-9e08-43b1-bef7-84c5ae5d943b
On,1519,184,43,21,3,1540.5,194.5,0.0145631067961165,0.0226315789473684,2af60c01-ceb5-4ce4-ac24-bcd3e0605e96
18,1587,184,38,21,3,1606.0,194.5,0.0145631067961165,0.02,b1f9eb67-c6d4-4bbe-a1d6-dc794d854aec
February,1652,181,173,29,3,1738.5,195.5,0.0201109570041608,0.0910526315789473,afcd7d64-9590-40ae-bba9-af3411a2ec99
"1930,",3,274,99,25,3,52.5,286.5,0.0173370319001386,0.0521052631578947,d27993af-649e-4799-a418-f0d47ce7bb0a
after,134,272,105,23,3,186.5,283.5,0.0159500693481276,0.0552631578947368,b6244905-1d5d-4d81-a745-4cefb1d1022a
nearly,265,271,130,29,3,330.0,285.5,0.0201109570041608,0.0684210526315789,f82d7e43-c150-46d0-bad9-83fd428e8472
a,420,278,19,17,3,429.5,286.5,0.0117891816920943,0.01,bfe3649a-5532-4604-8d81-1529eb868f21
year,462,278,85,22,3,504.5,289.0,0.015256588072122,0.0447368421052631,24479cba-deaa-4e89-b50b-8cf50b5f87fa
of,574,272,39,23,3,593.5,283.5,0.0159500693481276,0.0205263157894736,035a98bb-a2b8-4664-b5e0-923fde3e2036
"searching,",641,270,209,31,3,745.5,285.5,0.0214979195561719,0.11,d4f41d4d-1296-4447-b385-ab5e97652e2c
Tombaugh,882,271,174,30,3,969.0,286.0,0.0208044382801664,0.091578947368421,aa5c5e43-7d18-410c-b2a5-afae3b4916f1
discovered,1079,270,219,25,3,1188.5,282.5,0.0173370319001386,0.1152631578947368,63d43cd6-929e-46d6-9756-70563029cdea
a,1322,278,19,17,3,1331.5,286.5,0.0117891816920943,0.01,808c67e2-107b-4985-bef3-54fec3edd259
possible,1364,270,174,31,3,1451.0,285.5,0.0214979195561719,0.091578947368421,e7f2aac1-a78b-4c47-8417-a3219ce14852
moving,1562,270,132,31,3,1628.0,285.5,0.0214979195561719,0.0694736842105263,1cdad88c-fae0-455b-9301-597e87e27e4b
object,1718,270,128,31,3,1782.0,285.5,0.0214979195561719,0.0673684210526315,14786533-0b06-40ac-b6f1-786bce80b134
on,2,368,42,17,3,23.0,376.5,0.0117891816920943,0.0221052631578947,c21d3975-0c04-4ecd-9ac9-00aa1b62c046
photographic,66,360,262,31,3,197.0,375.5,0.0214979195561719,0.1378947368421052,980c5961-2e44-489b-8e6f-c330c596c739
plates,352,361,130,30,3,417.0,376.0,0.0208044382801664,0.0684210526315789,7a027d5a-b90c-4ac4-a970-694028e6fb95
taken,509,361,107,24,3,562.5,373.0,0.0166435506241331,0.0563157894736842,7a119402-9255-4815-a4ba-5a02d51b58d4
on,640,368,42,17,3,661.0,376.5,0.0117891816920943,0.0221052631578947,fc2d0ee2-3613-4697-b968-f858b2d8223a
23,706,364,39,21,3,725.5,374.5,0.0145631067961165,0.0205263157894736,d3152a94-afa9-4fc5-9920-ca4c6a6dcd30
and,772,361,64,24,3,804.0,373.0,0.0166435506241331,0.0336842105263157,8ff15b39-3681-4951-8716-c399ca9b123b
29,860,364,39,21,3,879.5,374.5,0.0145631067961165,0.0205263157894736,e10efc77-f2ff-4602-bca6-4de6ef51ded4
January,926,364,151,26,3,1001.5,377.0,0.0180305131761442,0.0794736842105263,05409409-d2d8-448f-bee9-1e8e30e38f6d
of,1102,362,39,23,3,1121.5,373.5,0.0159500693481276,0.0205263157894736,73028b47-5212-4eea-9c9b-9ee4f943c384
that,1169,361,83,24,3,1210.5,373.0,0.0166435506241331,0.0436842105263157,41f18573-cf26-4aa2-8f6c-dbcad9edbbb5
